"DefaultSPUID","DefaultSpeciesTypeID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
34,32,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
34,33,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
34,41,0.73,0.91,4.69,-0.62,0.82,1.19,100.00,-1.68,0.98,1.06,-2.40,-6.39e-04,0.16,0.70,1.1e-03,-0.40,4.42,3.63e-03,-1.26,127.45,477.88,0.55,0.59,0.10,0.11,0.18,0.17,0.15,0.11
34,42,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
34,43,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
34,44,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
34,46,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
34,61,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.6e-05,-0.12,-1.56,-6.0e-04,-0.06,-1.32,-1.26e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
34,62,0.50,0.97,8.73,-0.66,0.71,4.11,26.62,-1.23,0.95,1.76,-1.17,-6.16e-04,-0.02,-3.03,-8.4e-04,0.23,-2.16,1.12e-03,-0.28,0.66,802.90,0.69,0.76,0.20,0.12,0.04,0.08,0.04,0.03
34,63,0.50,0.97,8.73,-0.66,0.71,4.11,26.62,-1.23,0.95,1.76,-1.17,-6.16e-04,-0.02,-3.03,-8.4e-04,0.23,-2.16,1.12e-03,-0.28,0.66,802.90,0.69,0.76,0.20,0.12,0.04,0.08,0.04,0.03
34,65,0.55,0.94,1.68,-0.10,0.00,1.54,26.62,-1.23,0.95,1.76,-2.37,-2.379e-03,0.25,-2.59,-1.75e-03,0.25,-0.46,3.4e-03,-0.67,1.10,504.08,0.68,0.74,0.10,0.10,0.08,0.11,0.12,0.03
34,76,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
34,85,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
34,93,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
34,94,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
34,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,174,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.1e-04,-0.08,-1.95,-6.1e-04,-0.01,-1.98,-1.57e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
35,2,0.58,0.96,11.65,-0.49,0.06,5.24,7.99,-0.93,0.94,1.37,-1.39,-6.43e-04,-0.07,-1.25,-1.0e-03,-0.07,-0.86,-2.68e-03,-0.10,0.76,392.98,0.55,0.75,0.11,0.09,0.13,0.09,0.19,0.05
35,5,0.46,0.97,1.28,-0.04,0.00,1.22,7.99,-0.93,0.94,1.37,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
35,6,0.46,0.97,1.28,-0.04,0.00,1.22,7.99,-0.93,0.94,1.37,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
35,14,0.42,1.02,14.50,-1.04,0.93,4.54,100.00,-1.61,0.97,1.51,-1.71,-1.643e-03,-0.07,-1.87,-4.8e-04,-0.08,-1.52,-1.73e-03,-0.22,0.52,228.62,0.69,0.82,0.11,0.06,0.09,0.06,0.10,0.03
35,15,0.61,0.94,24.12,-0.82,0.67,7.71,100.00,-1.61,0.97,1.51,-1.79,-1.55e-04,-0.07,-1.92,-6.5e-04,-0.02,-1.99,-1.68e-03,-0.04,0.63,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
35,29,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
35,31,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
35,41,0.73,0.91,4.69,-0.62,0.82,1.19,100.00,-1.68,0.98,1.06,-2.40,-6.39e-04,0.16,0.70,1.1e-03,-0.40,4.42,3.63e-03,-1.26,127.45,477.88,0.55,0.59,0.10,0.11,0.18,0.17,0.15,0.11
35,44,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
35,46,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
35,61,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.6e-05,-0.12,-1.56,-6.0e-04,-0.06,-1.32,-1.26e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
35,62,0.50,0.97,8.73,-0.66,0.71,4.11,26.62,-1.23,0.95,1.76,-1.17,-6.16e-04,-0.02,-3.03,-8.4e-04,0.23,-2.16,1.12e-03,-0.28,0.66,802.90,0.69,0.76,0.20,0.12,0.04,0.08,0.04,0.03
35,63,0.50,0.97,8.73,-0.66,0.71,4.11,26.62,-1.23,0.95,1.76,-1.17,-6.16e-04,-0.02,-3.03,-8.4e-04,0.23,-2.16,1.12e-03,-0.28,0.66,802.90,0.69,0.76,0.20,0.12,0.04,0.08,0.04,0.03
35,65,0.55,0.94,1.68,-0.10,0.00,1.54,26.62,-1.23,0.95,1.76,-2.37,-2.379e-03,0.25,-2.59,-1.75e-03,0.25,-0.46,3.4e-03,-0.67,1.10,504.08,0.68,0.74,0.10,0.10,0.08,0.11,0.12,0.03
35,76,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
35,94,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
35,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,174,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.1e-04,-0.08,-1.95,-6.1e-04,-0.01,-1.98,-1.57e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
36,2,0.58,0.96,11.65,-0.49,0.06,5.24,100.00,-1.62,0.97,1.11,-1.39,-6.43e-04,-0.07,-1.25,-1.0e-03,-0.07,-0.86,-2.68e-03,-0.10,0.76,392.98,0.55,0.75,0.11,0.09,0.13,0.09,0.19,0.05
36,5,0.93,0.84,95.02,-1.43,0.94,1.39,100.00,-1.62,0.97,1.11,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
36,6,0.93,0.84,95.02,-1.43,0.94,1.39,100.00,-1.62,0.97,1.11,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
36,10,0.93,0.84,95.02,-1.43,0.94,1.39,100.00,-1.62,0.97,1.11,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
36,12,0.62,0.94,1.49,0.00,0.00,1.49,10.04,-0.72,0.72,1.60,-1.22,5.0e-05,-0.13,0.26,5.0e-05,-0.29,0.18,-1.4e-04,-0.35,1.91,1372.97,0.38,0.73,0.08,0.08,0.28,0.12,0.23,0.05
36,14,0.59,0.94,14.30,-0.62,0.39,5.41,10.04,-0.72,0.72,1.60,-1.62,3.7e-05,-0.10,-0.96,5.28e-03,-0.49,-1.16,2.8e-03,-0.37,4.31,377.90,0.70,0.74,0.10,0.07,0.09,0.10,0.09,0.07
36,15,0.59,0.94,14.30,-0.62,0.39,5.41,10.04,-0.72,0.72,1.60,-1.62,3.7e-05,-0.10,-0.96,5.28e-03,-0.49,-1.16,2.8e-03,-0.37,4.31,377.90,0.70,0.74,0.10,0.07,0.09,0.10,0.09,0.07
36,29,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
36,31,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
36,33,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
36,38,0.46,0.98,11.48,-0.63,0.70,5.01,0.95,-1.20,1.00,1.02,-1.59,5.4e-05,-0.04,-0.13,-1.2e-04,-0.20,0.06,-3.1e-04,-0.33,1.49,1817.96,0.42,0.73,0.07,0.11,0.25,0.11,0.24,0.03
36,41,0.73,0.91,4.69,-0.62,0.82,1.19,100.00,-1.68,0.98,1.06,-2.40,-6.39e-04,0.16,0.70,1.1e-03,-0.40,4.42,3.63e-03,-1.26,127.45,477.88,0.55,0.59,0.10,0.11,0.18,0.17,0.15,0.11
36,44,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
36,46,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
36,50,0.78,0.89,4.47,-0.66,0.93,3.08,1.77,-1.41,1.00,1.06,-1.00,1.17e-04,-0.15,-0.32,4.0e-05,-0.19,-0.38,-6.0e-05,-0.29,1.31,2960.54,0.45,0.72,0.12,0.11,0.23,0.12,0.18,0.03
36,61,0.77,0.89,14.86,-0.65,0.46,5.42,16.70,-0.91,0.82,1.60,-1.72,7.57e-04,-0.09,-3.39,2.34e-03,0.16,-2.33,1.78e-03,-0.05,4.31,589.00,0.78,0.58,0.11,0.08,0.03,0.21,0.06,0.11
36,62,0.22,1.10,31.61,-0.92,0.50,4.86,2.00,-0.28,0.49,1.22,-1.83,-7.77e-04,0.09,-3.67,-3.2e-03,0.52,-3.34,-3.43e-03,0.18,20.35,343.34,0.71,0.70,0.15,0.15,0.09,0.12,0.04,0.02
36,63,0.22,1.10,31.61,-0.92,0.50,4.86,2.00,-0.28,0.49,1.22,-1.83,-7.77e-04,0.09,-3.67,-3.2e-03,0.52,-3.34,-3.43e-03,0.18,20.35,343.34,0.71,0.70,0.15,0.15,0.09,0.12,0.04,0.02
36,65,0.55,0.94,1.68,-0.10,0.00,1.54,2.00,-0.28,0.49,1.22,-2.37,-2.379e-03,0.25,-2.59,-1.75e-03,0.25,-0.46,3.4e-03,-0.67,1.10,504.08,0.68,0.74,0.10,0.10,0.08,0.11,0.12,0.03
36,76,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
36,85,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
36,94,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
36,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,174,0.59,0.94,14.30,-0.62,0.39,5.41,10.04,-0.72,0.72,1.60,-1.62,3.7e-05,-0.10,-0.96,5.28e-03,-0.49,-1.16,2.8e-03,-0.37,4.31,377.90,0.70,0.74,0.10,0.07,0.09,0.10,0.09,0.07
36,175,0.59,0.94,14.30,-0.62,0.39,5.41,10.04,-0.72,0.72,1.60,-1.62,3.7e-05,-0.10,-0.96,5.28e-03,-0.49,-1.16,2.8e-03,-0.37,4.31,377.90,0.70,0.74,0.10,0.07,0.09,0.10,0.09,0.07
37,2,0.58,0.96,11.65,-0.49,0.06,5.24,7.99,-0.93,0.94,1.37,-1.39,-6.43e-04,-0.07,-1.25,-1.0e-03,-0.07,-0.86,-2.68e-03,-0.10,0.76,392.98,0.55,0.75,0.11,0.09,0.13,0.09,0.19,0.05
37,5,0.46,0.97,1.28,-0.04,0.00,1.22,7.99,-0.93,0.94,1.37,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
37,6,0.46,0.97,1.28,-0.04,0.00,1.22,7.99,-0.93,0.94,1.37,-1.59,3.14e-04,-0.07,-0.01,-2.6e-04,-0.30,1.06,2.0e-05,-0.61,7.66,658.35,0.44,0.75,0.07,0.11,0.20,0.08,0.27,0.04
37,14,0.42,1.02,14.50,-1.04,0.93,4.54,100.00,-1.61,0.97,1.51,-1.71,-1.643e-03,-0.07,-1.87,-4.8e-04,-0.08,-1.52,-1.73e-03,-0.22,0.52,228.62,0.69,0.82,0.11,0.06,0.09,0.06,0.10,0.03
37,15,0.61,0.94,24.12,-0.82,0.67,7.71,100.00,-1.61,0.97,1.51,-1.79,-1.55e-04,-0.07,-1.92,-6.5e-04,-0.02,-1.99,-1.68e-03,-0.04,0.63,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
37,29,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
37,31,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.4e-04,-0.17,0.55,5.3e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
37,41,0.73,0.91,4.69,-0.62,0.82,1.19,100.00,-1.68,0.98,1.06,-2.40,-6.39e-04,0.16,0.70,1.1e-03,-0.40,4.42,3.63e-03,-1.26,127.45,477.88,0.55,0.59,0.10,0.11,0.18,0.17,0.15,0.11
37,44,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
37,46,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.212e-03,-0.25,-0.60,-1.02e-03,-0.18,-1.24,-2.0e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
37,61,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.6e-05,-0.12,-1.56,-6.0e-04,-0.06,-1.32,-1.26e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
37,62,0.50,0.97,8.73,-0.66,0.71,4.11,26.62,-1.23,0.95,1.76,-1.17,-6.16e-04,-0.02,-3.03,-8.4e-04,0.23,-2.16,1.12e-03,-0.28,0.66,802.90,0.69,0.76,0.20,0.12,0.04,0.08,0.04,0.03
37,63,0.50,0.97,8.73,-0.66,0.71,4.11,26.62,-1.23,0.95,1.76,-1.17,-6.16e-04,-0.02,-3.03,-8.4e-04,0.23,-2.16,1.12e-03,-0.28,0.66,802.90,0.69,0.76,0.20,0.12,0.04,0.08,0.04,0.03
37,65,0.55,0.94,1.68,-0.10,0.00,1.54,26.62,-1.23,0.95,1.76,-2.37,-2.379e-03,0.25,-2.59,-1.75e-03,0.25,-0.46,3.4e-03,-0.67,1.10,504.08,0.68,0.74,0.10,0.10,0.08,0.11,0.12,0.03
37,76,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
37,94,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.364e-03,0.02,-3.44,-8.78e-03,0.60,-2.33,5.52e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
37,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,174,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.1e-04,-0.08,-1.95,-6.1e-04,-0.01,-1.98,-1.57e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
38,1,0.91,0.86,15.06,-1.07,1.05,5.16,100.00,-2.83,1.00,1.01,-1.61,-2.08e-04,-0.03,-2.29,-6.1e-04,-8.04e-03,-1.49,-9.0e-05,-0.14,0.60,1528.43,0.68,0.82,0.12,0.09,0.06,0.03,0.11,0.05
38,2,0.64,0.94,78.94,-1.14,1.00,8.78,100.00,-2.83,1.00,1.01,-1.58,5.7e-05,-0.07,-2.32,8.9e-04,-0.03,-1.83,-9.7e-04,-0.10,3.25,257.35,0.71,0.76,0.12,0.10,0.06,0.07,0.09,0.05
38,5,0.91,0.86,15.06,-1.07,1.05,5.16,100.00,-2.83,1.00,1.01,-1.61,-2.08e-04,-0.03,-2.29,-6.1e-04,-8.04e-03,-1.49,-9.0e-05,-0.14,0.60,1528.43,0.68,0.82,0.12,0.09,0.06,0.03,0.11,0.05
38,6,0.91,0.86,15.06,-1.07,1.05,5.16,100.00,-2.83,1.00,1.01,-1.61,-2.08e-04,-0.03,-2.29,-6.1e-04,-8.04e-03,-1.49,-9.0e-05,-0.14,0.60,1528.43,0.68,0.82,0.12,0.09,0.06,0.03,0.11,0.05
38,15,1.11,0.85,20.60,-0.58,0.00,5.56,0.91,-4.78e-03,0.00,1.00,-1.66,-8.0e-06,-0.08,-1.76,-2.9e-04,-0.08,-1.33,-2.8e-04,-0.21,1.66,1124.75,0.67,0.82,0.10,0.08,0.09,0.05,0.11,0.03
38,17,0.77,0.89,20.60,-0.58,0.00,5.56,0.91,-4.78e-03,0.00,1.00,-1.23,1.99e-04,-0.15,1.04,1.2e-04,-0.40,1.02,1.1e-04,-0.49,1.79,1054.35,0.27,0.71,0.05,0.08,0.36,0.13,0.30,0.06
38,19,0.67,0.93,55.74,-1.78,1.03,2.26,0.91,-4.78e-03,0.00,1.00,-1.39,1.07e-04,-0.15,0.34,2.5e-04,-0.35,-0.02,1.2e-04,-0.42,0.77,1150.15,0.41,0.76,0.07,0.07,0.31,0.12,0.19,0.04
38,27,0.49,0.97,11.17,-0.81,0.90,4.77,0.14,-0.49,0.98,1.06,-0.89,5.34e-04,-0.19,-1.12,-1.73e-03,0.01,-1.17,-1.81e-03,-0.04,39.64,530.97,0.56,0.72,0.11,0.11,0.18,0.10,0.13,0.06
38,31,0.49,0.97,11.17,-0.81,0.90,4.77,0.14,-0.49,0.98,1.06,-0.89,5.34e-04,-0.19,-1.12,-1.73e-03,0.01,-1.17,-1.81e-03,-0.04,39.64,530.97,0.56,0.72,0.11,0.11,0.18,0.10,0.13,0.06
38,36,0.46,0.98,11.48,-0.63,0.70,5.01,0.09,-0.37,0.99,1.02,-1.59,5.4e-05,-0.04,-0.13,-1.2e-04,-0.20,0.06,-3.1e-04,-0.33,1.03,2781.23,0.42,0.76,0.07,0.12,0.25,0.09,0.24,0.02
38,38,0.46,0.98,11.48,-0.63,0.70,5.01,0.09,-0.37,0.99,1.02,-1.59,5.4e-05,-0.04,-0.13,-1.2e-04,-0.20,0.06,-3.1e-04,-0.33,1.03,2781.23,0.42,0.76,0.07,0.12,0.25,0.09,0.24,0.02
38,39,0.46,0.98,11.48,-0.63,0.70,5.01,0.09,-0.37,0.99,1.02,-1.59,5.4e-05,-0.04,-0.13,-1.2e-04,-0.20,0.06,-3.1e-04,-0.33,1.03,2781.23,0.42,0.76,0.07,0.12,0.25,0.09,0.24,0.02
38,41,0.65,0.94,2.95,-0.44,0.81,2.36,0.07,-0.17,0.97,1.02,-1.47,-1.7e-05,-0.04,-0.50,-2.0e-05,-0.15,-0.33,-5.0e-05,-0.26,0.35,2831.55,0.46,0.71,0.09,0.11,0.21,0.12,0.21,0.05
38,50,0.78,0.89,4.47,-0.66,0.93,3.08,1.56,-0.07,0.00,1.25,-1.00,1.17e-04,-0.15,-0.32,4.0e-05,-0.19,-0.38,-6.0e-05,-0.29,1.33,5154.35,0.45,0.72,0.12,0.13,0.23,0.11,0.18,0.02
38,63,0.97,0.86,40.48,-0.86,0.50,8.29,0.36,-0.59,0.98,1.04,-1.36,-5.6e-05,-0.03,-2.65,-4.7e-04,0.05,-2.09,6.0e-05,-0.22,0.48,1600.68,0.71,0.79,0.17,0.14,0.05,0.03,0.05,0.02
38,65,1.06,0.84,11.70,-1.16,1.05,3.34,0.36,-0.59,0.98,1.04,-1.26,-1.25e-04,-0.04,-1.50,-1.7e-04,-0.09,-1.79,2.0e-04,-0.32,0.89,2113.04,0.64,0.80,0.16,0.12,0.12,0.05,0.06,0.01
38,76,1.55,0.82,93.84,-1.26,0.92,6.83,1.09,-0.01,0.00,1.02,-1.59,-9.0e-06,-0.03,-1.97,-9.5e-04,0.08,-2.05,-2.7e-04,-0.15,0.51,787.00,0.69,0.76,0.13,0.12,0.10,0.08,0.06,0.02
38,78,1.55,0.82,93.84,-1.26,0.92,6.83,1.09,-0.01,0.00,1.02,-1.59,-9.0e-06,-0.03,-1.97,-9.5e-04,0.08,-2.05,-2.7e-04,-0.15,0.51,787.00,0.69,0.76,0.13,0.12,0.10,0.08,0.06,0.02
38,84,0.84,0.90,0.99,0.00,0.01,1.00,100.00,-2.46,0.99,1.03,-1.33,2.0e-06,-0.05,0.21,1.6e-04,-0.31,-0.33,2.7e-04,-0.48,95.83,1976.01,0.63,0.73,0.12,0.12,0.18,0.11,0.04,0.02
38,105,0.53,0.96,14.00,-0.86,0.87,4.84,0.12,-0.44,0.98,1.02,-1.59,7.0e-06,-0.03,-0.32,-1.4e-04,-0.14,-0.30,2.9e-04,-0.42,4.76,1422.70,0.50,0.70,0.09,0.11,0.26,0.14,0.14,0.03
38,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,173,1.55,0.82,93.84,-1.26,0.92,6.83,1.09,-0.01,0.00,1.02,-1.59,-9.0e-06,-0.03,-1.97,-9.5e-04,0.08,-2.05,-2.7e-04,-0.15,0.51,787.00,0.69,0.76,0.13,0.12,0.10,0.08,0.06,0.02
