"DefaultSPUID","DefaultGenusID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
27,2,1.15,0.84,20.26,-1.57,1.00,2.32,0.00,0.00,1.00,1.00,-1.46,9.756e-04,-0.20,-1.97,-1.226e-04,-0.05,-0.62,7.1e-04,-0.40,11.73,479.00,0.70,0.79,0.09,0.08,0.08,0.07,0.12,0.04
27,3,0.50,0.94,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.70,-2.335e-04,1.74e-03,-1.71,-3.466e-04,0.02,-1.36,3.4e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
27,6,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.047e-04,-0.02,-1.42,-1.8351e-03,-0.01,-1.04,-1.387e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
27,8,1.31,0.81,9.28,-1.29,0.99,2.02,0.00,0.00,1.00,1.00,-2.30,-1.201e-04,0.02,-1.97,-4.089e-04,-0.03,-1.61,-9.21e-04,-0.11,11.73,479.00,0.72,0.79,0.07,0.08,0.09,0.07,0.10,0.04
27,9,0.80,0.88,18.72,-1.61,1.00,2.47,0.00,0.00,1.00,1.00,-1.40,-8.354e-04,-5.78e-03,-1.74,-1.1054e-03,0.03,-1.77,-8.56e-04,-0.13,33.08,393.20,0.65,0.73,0.15,0.12,0.12,0.10,0.06,0.04
27,10,2.37,0.67,1.66,-0.85,0.98,1.38,0.00,0.00,1.00,1.00,-1.42,6.32e-05,-0.04,-1.47,-2.509e-04,-7.43e-03,0.25,1.146e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
27,13,0.95,0.85,11.79,-1.40,0.99,2.10,0.00,0.00,1.00,1.00,-1.85,-5.552e-04,0.07,-2.06,-1.233e-03,0.09,-2.21,-1.741e-03,-0.01,33.08,393.20,0.67,0.71,0.13,0.14,0.11,0.10,0.06,0.03
28,1,0.45,0.97,4.09,-0.86,0.95,2.06,0.00,0.00,1.00,1.00,-1.22,1.343e-04,-0.11,-0.17,3.413e-04,-0.30,1.51,9.16e-04,-0.69,0.10,1725.57,0.31,0.70,0.07,0.10,0.15,0.10,0.45,0.08
28,2,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.844e-04,-0.37,-0.04,7.94e-04,-0.47,1.06,9.96e-04,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
28,3,0.50,0.94,22.94,-2.84,1.05,1.33,0.00,0.00,1.00,1.00,-1.70,-2.335e-04,1.74e-03,-1.71,-3.466e-04,0.02,-1.36,3.4e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
28,6,0.48,0.93,0.75,-0.24,0.78,1.35,0.00,0.00,1.00,1.00,-1.52,-4.04e-04,-0.07,-0.02,2.392e-04,-0.31,-0.80,-5.68e-04,-0.28,0.57,481.99,0.49,0.75,0.09,0.08,0.27,0.11,0.13,0.04
28,8,0.61,0.92,3.21,-0.82,0.95,1.94,0.00,0.00,1.00,1.00,-1.49,2.165e-04,-0.09,-1.20,2.463e-04,-0.13,0.14,6.9e-04,-0.45,0.10,1635.78,0.50,0.69,0.09,0.10,0.12,0.11,0.28,0.08
28,9,0.44,0.98,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.59,2.223e-04,-0.15,-1.27,3.455e-04,-0.17,-1.12,7.73e-04,-0.44,0.25,1739.77,0.55,0.69,0.23,0.17,0.11,0.09,0.08,0.03
28,10,0.61,0.94,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.42,6.32e-05,-0.04,-1.47,-2.509e-04,-7.43e-03,0.25,1.146e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
28,13,0.47,0.97,15.71,-1.56,0.99,2.04,0.00,0.00,1.00,1.00,-0.74,1.428e-04,-0.11,-1.05,5.541e-04,-0.24,-0.37,1.145e-03,-0.65,0.27,1739.77,0.53,0.69,0.21,0.17,0.12,0.10,0.12,0.02
29,1,0.45,0.97,2.28,-1.13,0.99,2.16,0.00,0.00,1.00,1.00,-1.22,1.343e-04,-0.11,-0.17,3.413e-04,-0.30,1.51,9.16e-04,-0.69,0.10,1725.57,0.31,0.70,0.07,0.10,0.15,0.10,0.45,0.08
29,2,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.844e-04,-0.37,-0.04,7.94e-04,-0.47,1.06,9.96e-04,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
29,3,0.50,0.94,22.94,-2.84,1.05,1.33,0.00,0.00,1.00,1.00,-1.70,-2.335e-04,1.74e-03,-1.71,-3.466e-04,0.02,-1.36,3.4e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
29,6,0.48,0.93,0.75,-0.24,0.78,1.35,0.00,0.00,1.00,1.00,-1.52,-4.04e-04,-0.07,-0.02,2.392e-04,-0.31,-0.80,-5.68e-04,-0.28,0.57,481.99,0.49,0.75,0.09,0.08,0.27,0.11,0.13,0.04
29,8,0.61,0.92,2.32,-1.16,0.99,2.16,0.00,0.00,1.00,1.00,-1.49,2.165e-04,-0.09,-1.20,2.463e-04,-0.13,0.14,6.9e-04,-0.45,0.10,1635.78,0.50,0.69,0.09,0.10,0.12,0.11,0.28,0.08
29,9,0.44,0.98,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.59,2.223e-04,-0.15,-1.27,3.455e-04,-0.17,-1.12,7.73e-04,-0.44,0.25,1739.77,0.55,0.69,0.23,0.17,0.11,0.09,0.08,0.03
29,10,0.61,0.94,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.42,6.32e-05,-0.04,-1.47,-2.509e-04,-7.43e-03,0.25,1.146e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
29,13,0.47,0.97,15.71,-1.56,0.99,2.04,0.00,0.00,1.00,1.00,-0.74,1.428e-04,-0.11,-1.05,5.541e-04,-0.24,-0.37,1.145e-03,-0.65,0.27,1739.77,0.53,0.69,0.21,0.17,0.12,0.10,0.12,0.02
30,1,0.45,0.97,2.28,-1.13,0.99,2.16,0.00,0.00,1.00,1.00,-1.22,1.343e-04,-0.11,-0.17,3.413e-04,-0.30,1.51,9.16e-04,-0.69,0.10,1725.57,0.31,0.70,0.07,0.10,0.15,0.10,0.45,0.08
30,2,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.844e-04,-0.37,-0.04,7.94e-04,-0.47,1.06,9.96e-04,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
30,3,0.50,0.94,22.94,-2.84,1.05,1.33,0.00,0.00,1.00,1.00,-1.70,-2.335e-04,1.74e-03,-1.71,-3.466e-04,0.02,-1.36,3.4e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
30,6,0.48,0.93,0.75,-0.24,0.78,1.35,0.00,0.00,1.00,1.00,-1.52,-4.04e-04,-0.07,-0.02,2.392e-04,-0.31,-0.80,-5.68e-04,-0.28,0.57,481.99,0.49,0.75,0.09,0.08,0.27,0.11,0.13,0.04
30,8,0.61,0.92,2.32,-1.16,0.99,2.16,0.00,0.00,1.00,1.00,-1.49,2.165e-04,-0.09,-1.20,2.463e-04,-0.13,0.14,6.9e-04,-0.45,0.10,1635.78,0.50,0.69,0.09,0.10,0.12,0.11,0.28,0.08
30,9,0.44,0.98,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.59,2.223e-04,-0.15,-1.27,3.455e-04,-0.17,-1.12,7.73e-04,-0.44,0.25,1739.77,0.55,0.69,0.23,0.17,0.11,0.09,0.08,0.03
30,10,0.61,0.94,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.42,6.32e-05,-0.04,-1.47,-2.509e-04,-7.43e-03,0.25,1.146e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
30,13,0.47,0.97,15.71,-1.56,0.99,2.04,0.00,0.00,1.00,1.00,-0.74,1.428e-04,-0.11,-1.05,5.541e-04,-0.24,-0.37,1.145e-03,-0.65,0.27,1739.77,0.53,0.69,0.21,0.17,0.12,0.10,0.12,0.02
31,1,0.93,0.84,2.40,-0.26,0.38,2.36,100.00,-2.17,0.99,4.09,-1.94,-6.437e-04,0.03,-2.93,-2.4884e-03,0.17,-1.41,-1.16e-04,-0.16,0.21,509.04,0.71,0.79,0.10,0.10,0.05,0.03,0.13,0.06
31,2,1.21,0.82,100.00,-1.44,0.90,1.35,100.00,-1.61,0.97,1.51,3.06,6.3935e-03,-1.23,-3.27,-4.3885e-03,0.35,-0.26,2.275e-03,-0.55,82.95,322.91,0.74,0.78,0.10,0.10,0.09,0.05,0.05,0.05
31,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
31,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
31,8,1.13,0.81,2.35,-0.28,0.45,2.36,0.00,0.00,1.00,1.00,-1.91,-2.66e-04,-1.74e-03,-2.73,-2.5689e-03,0.14,-1.72,6.3e-05,-0.11,0.21,509.04,0.72,0.79,0.10,0.10,0.05,0.03,0.10,0.06
31,9,0.59,0.93,20.76,-0.94,0.80,2.66,100.00,-1.41,0.87,1.56,-1.25,7.66e-05,-0.07,-6.44,-3.049e-03,0.89,-4.99,-3.045e-03,0.47,28.24,451.74,0.77,0.76,0.17,0.14,0.02,0.07,0.02,0.02
31,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
31,13,0.57,0.93,20.51,-0.93,0.77,2.66,0.00,0.00,1.00,1.00,-1.51,-1.543e-04,-4.31e-03,-7.61,-3.3172e-03,1.14,-4.44,-3.085e-03,0.33,28.24,451.74,0.78,0.74,0.16,0.14,0.01,0.09,0.02,0.01
32,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
32,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
32,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
32,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
32,8,0.61,0.94,15.28,-0.72,0.65,5.67,0.00,0.00,1.00,1.00,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
32,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
32,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
32,13,0.45,0.99,9.16,-0.66,0.67,4.47,0.00,0.00,1.00,1.00,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
33,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
33,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
33,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
33,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
33,8,0.61,0.94,15.28,-0.72,0.65,5.67,0.00,0.00,1.00,1.00,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
33,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
33,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
33,13,0.45,0.99,9.16,-0.66,0.67,4.47,0.00,0.00,1.00,1.00,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
34,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
34,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
34,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
34,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
34,8,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
34,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
34,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
34,13,0.45,0.99,9.16,-0.66,0.67,4.47,100.00,-1.01,0.06,1.90,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
35,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
35,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
35,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
35,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
35,8,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
35,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
35,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
35,13,0.45,0.99,9.16,-0.66,0.67,4.47,100.00,-1.01,0.06,1.90,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
36,1,0.93,0.84,95.02,-1.43,0.94,1.39,100.00,-1.62,0.97,1.11,0.73,9.85e-04,-0.53,1.95,2.8514e-03,-0.74,2.01,2.442e-03,-0.82,91.52,589.00,0.58,0.62,0.11,0.07,0.17,0.20,0.12,0.10
36,2,0.59,0.94,14.30,-0.62,0.39,5.41,10.04,-0.72,0.72,1.60,-1.62,3.71e-05,-0.10,-0.96,5.28e-03,-0.49,-1.16,2.801e-03,-0.37,4.31,377.90,0.70,0.74,0.10,0.07,0.09,0.10,0.09,0.07
36,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
36,5,0.73,0.91,4.69,-0.62,0.82,1.19,100.00,-1.68,0.98,1.06,-2.40,-6.387e-04,0.16,0.70,1.0978e-03,-0.40,4.42,3.629e-03,-1.26,127.45,477.88,0.55,0.59,0.10,0.11,0.18,0.17,0.15,0.11
36,8,0.77,0.89,14.86,-0.65,0.46,5.42,16.70,-0.91,0.82,1.60,-1.72,7.567e-04,-0.09,-3.39,2.3399e-03,0.16,-2.33,1.778e-03,-0.05,4.31,589.00,0.78,0.58,0.11,0.08,0.03,0.21,0.06,0.11
36,9,0.22,1.10,31.61,-0.92,0.50,4.86,2.00,-0.28,0.49,1.22,-1.83,-7.772e-04,0.09,-3.67,-3.197e-03,0.52,-3.34,-3.426e-03,0.18,20.35,362.80,0.71,0.70,0.15,0.14,0.09,0.12,0.04,0.02
36,13,0.22,1.10,31.61,-0.92,0.50,4.86,100.00,-1.01,0.06,1.90,-1.83,-7.772e-04,0.09,-3.67,-3.197e-03,0.52,-3.34,-3.426e-03,0.18,20.35,362.80,0.71,0.70,0.15,0.14,0.09,0.12,0.04,0.02
37,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
37,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
37,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
37,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
37,8,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
37,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
37,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
37,13,0.45,0.99,9.16,-0.66,0.67,4.47,100.00,-1.01,0.06,1.90,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
38,1,0.92,0.86,100.00,-1.41,1.03,8.20,100.00,-2.83,1.00,1.01,-1.64,-2.122e-04,-0.03,-2.33,-6.313e-04,1.06e-03,-1.60,-1.11e-04,-0.12,0.60,1528.43,0.69,0.82,0.12,0.09,0.06,0.03,0.11,0.05
38,2,1.11,0.85,20.60,-0.58,0.00,5.56,0.91,-4.78e-03,0.00,1.00,-1.66,-7.94e-06,-0.08,-1.76,-2.854e-04,-0.08,-1.33,-2.8e-04,-0.21,1.66,1124.75,0.67,0.82,0.10,0.08,0.09,0.05,0.11,0.03
38,3,0.49,0.97,11.17,-0.81,0.90,4.77,1.58,-0.50,0.80,1.00,-0.89,5.342e-04,-0.19,-1.12,-1.7262e-03,0.01,-1.17,-1.814e-03,-0.04,39.64,530.97,0.56,0.72,0.11,0.11,0.18,0.10,0.13,0.06
38,6,0.74,0.91,5.04,-0.50,0.50,1.54,0.84,-0.50,0.80,1.07,-2.44,-8.76e-05,0.08,-1.27,-1.658e-04,-0.08,-1.89,-1.0e-04,-0.11,1.49,1469.28,0.68,0.76,0.06,0.10,0.16,0.09,0.08,0.04
38,8,1.12,0.83,100.00,-1.38,1.06,9.05,0.00,0.00,1.00,1.00,-1.53,-1.075e-04,-0.07,-2.46,-9.811e-04,0.05,-1.62,-5.8e-05,-0.12,0.83,1509.40,0.69,0.82,0.13,0.08,0.06,0.02,0.10,0.06
38,9,1.21,0.83,11.16,-0.48,0.11,5.35,0.36,-0.59,0.98,1.04,-1.41,-1.131e-04,-0.02,-2.12,3.49e-06,-0.05,-2.14,-9.3e-05,-0.21,0.48,2113.04,0.70,0.79,0.16,0.12,0.07,0.06,0.05,0.01
38,10,1.55,0.82,93.84,-1.26,0.92,6.83,1.09,-0.01,0.00,1.02,-1.59,-8.6e-06,-0.03,-1.97,-9.491e-04,0.08,-2.05,-2.67e-04,-0.15,0.51,787.00,0.69,0.76,0.13,0.12,0.10,0.08,0.06,0.02
38,13,1.52,0.80,24.74,-0.79,0.61,5.97,0.00,0.00,1.00,1.00,-1.61,-1.178e-04,0.01,-1.79,-2.259e-04,-0.07,-2.03,-5.22e-04,-0.21,0.48,2000.14,0.69,0.80,0.14,0.13,0.10,0.04,0.06,7.13e-03
39,1,0.69,0.91,35.13,-1.02,0.89,7.16,3.77,-1.28,0.99,1.02,-1.80,-1.22e-04,-0.02,-0.65,-3.522e-04,-0.16,-0.24,-2.64e-04,-0.33,3.09,1542.23,0.52,0.80,0.08,0.09,0.19,0.06,0.20,0.03
39,2,0.79,0.91,19.21,-0.83,0.76,4.28,0.53,-0.79,0.99,1.02,-1.79,-3.55e-05,-0.06,-0.94,-3.31e-04,-0.17,-0.76,-4.2e-04,-0.29,1.55,1200.01,0.59,0.82,0.08,0.08,0.16,0.06,0.15,0.02
39,3,0.49,0.96,11.17,-0.81,0.90,4.77,0.14,-0.49,0.98,1.06,-1.37,-1.628e-04,-0.05,0.66,-3.999e-04,-0.30,0.35,-4.66e-04,-0.32,8.42,944.80,0.37,0.71,0.07,0.10,0.32,0.11,0.22,0.06
39,6,0.74,0.91,5.75,-0.29,0.00,3.63,4.51,-2.06,1.00,1.01,-2.44,-8.76e-05,0.08,-1.27,-1.658e-04,-0.08,-1.89,-1.0e-04,-0.11,1.49,1469.28,0.68,0.76,0.06,0.10,0.16,0.09,0.08,0.04
39,8,0.88,0.88,19.26,-0.75,0.62,4.99,0.00,0.00,1.00,1.00,-1.65,1.072e-04,-0.09,-0.53,-7.97e-05,-0.23,-0.31,-1.4e-04,-0.34,1.55,1542.23,0.52,0.79,0.08,0.09,0.19,0.07,0.19,0.03
